idx,T,quality,v0,w0,tc_real,tc_twin,dtc,air_com_dev_mm,air_ang_dev_deg,contact_frames_real,contact_frames_twin,stop_dist_real,stop_dist_twin,e_z_real,e_z_twin,rest_offset_w,wind_mag,wind_offset_m,wind_offset_w,wind_offset_pct
58,100,fit,1.1440640616911029,4.32188242542826,11,11,0,1.4582105615457597,0.0986150468192998,70,55,0.28340575098991394,0.19775071386405732,0.33187464,0.3894981446952959,0.8407510984359264,3.816351598042508,0.06949263282084343,0.6630976414202617,18.117369978892842
59,109,fit,1.1673629142432853,4.613130620421583,19,19,0,4.6124309200357025,0.21597717493216875,72,60,0.2986084222793579,0.23958156436310593,0.28379974,0.2870999602833529,0.6043224651402274,3.5001124026981367,0.10160013036916982,0.9694668928355898,19.06979307696799
60,109,fit,1.1731080174895274,3.8030900710249638,14,14,0,0.7254354679348343,0.18316025192134192,75,74,0.3183061182498932,0.30001220208069507,0.24997516,0.15372378528030914,0.2532301779307033,2.9271512178114096,0.02965392325133145,0.282957282932552,7.090949225647676
61,104,fit,1.1568794803643132,4.247937422524704,14,14,0,0.3158588712610905,0.15398295610941784,71,68,0.28437772393226624,0.26667733018559187,0.26030034,0.24722474774483397,0.29744164301992526,1.8264472257232047,0.009496682475682772,0.0906171991954463,2.3539384328947746
62,106,fit,1.2874907997746283,3.3409104055059977,8,8,0,0.5024341587509862,0.18902575395215454,79,78,0.3779212236404419,0.3497063486650759,0.13424656,0.3033507490174063,0.2749123822510113,1.4288797050191748,0.01326624974025735,0.12658635248337166,2.9593337027233195
63,129,fit,1.2316117453362203,4.278929976828877,24,24,0,2.7393535296127878,0.2861643471310268,85,91,0.39965054392814636,0.447220792878136,0.084476195,0.058526359900009546,0.4324317853978492,1.5920908320489062,0.04705172285081574,0.44896682109557,6.404881512185827
64,94,fit,1.0953881085582093,2.1709876213127517,18,18,0,22.350898611896074,0.32442457597581764,58,23,0.2171909213066101,0.0427110008843261,0.027715873,0.02060431771227796,1.9518515578515836,9.906116355094424,0.273028551590961,2.6052342709061165,71.06358365830488
65,92,fit,1.1283670761981484,3.0981908070716457,15,15,0,0.35100728237128986,0.3140488297756666,59,64,0.23199637234210968,0.238455576358042,0.0,0.0,0.06588738915073634,1.9560912359735938,0.010845580441205356,0.10348836298860072,2.9164654364479436
66,111,fit,1.146587846960403,3.0006856072325823,13,13,0,0.49724035768976327,0.0957119775065894,79,68,0.28316763043403625,0.2634849059777957,0.19927458,0.12822842414442406,0.4763191172026482,2.445412941440135,0.01611446980423957,0.1537640248496142,4.198961737101124
67,99,fit,1.148097211155367,2.929429522668411,17,17,0,2.1258552326600357,0.33690137522597313,65,56,0.26332345604896545,0.2100706984316203,0.0,0.08860894643264466,0.574880094456437,2.526790277902184,0.04430534912894599,0.42276096497085863,10.775693096759646
68,90,fit,1.0247877353034052,3.0664947016778057,13,13,0,7.531599747594587,0.10018136644566163,58,29,0.21796637773513794,0.07544355474934918,0.15987691,0.11082583816301596,1.444293248967412,7.98906697626613,0.15191060172226067,1.4495286423879834,45.00502874491435
69,99,fit,1.1021548857278833,2.85383874336586,21,21,0,10.023490980758158,0.2969806424085257,59,78,0.22696039080619812,0.41562406039905087,0.0,0.0,1.940497210391888,7.122761255583817,0.2232184947805438,2.129947469279998,56.10464171186453
