run_name,timestamp,settings.architecture,settings.batch_size,settings.contact_d0,settings.contact_tau,settings.curriculum_epochs,settings.dataset,settings.dt,settings.epochs,settings.gravity,settings.k_over_m,settings.latent_dim,settings.learning_rate,settings.loss_mode,settings.mass,settings.message_passing_layers,settings.multistep,settings.n_train,settings.nearest_neighbors,settings.nodes_per_edge,settings.noise_scale,settings.pos_history,settings.repeat_blocks,settings.rot_noise_scale,settings.scheduler,settings.test_range,settings.train_range,settings.use_drag_baseline,settings.use_wind,settings.val_range,settings.w_diss,settings.w_fluid_reg,settings.w_sparse,metrics.center_error,metrics.angle_error_deg,metrics.floor_penetration,metrics.center_error_std,metrics.angle_error_std,metrics.floor_penetration_std,metrics.phase_center_airborne,metrics.phase_center_contact,metrics.phase_center_settled,metrics.phase_angle_airborne,metrics.phase_angle_contact,metrics.phase_angle_settled,metrics.n_test,metrics.have_wrench_labels,metrics.force_contact_err_airborne,metrics.force_contact_true_airborne,metrics.force_fluid_err_airborne,metrics.force_fluid_true_airborne,metrics.force_contact_err_contact,metrics.force_contact_true_contact,metrics.force_fluid_err_contact,metrics.force_fluid_true_contact,metrics.force_contact_err_settled,metrics.force_contact_true_settled,metrics.force_fluid_err_settled,metrics.force_fluid_true_settled,metrics.force_contact_rms_true,metrics.force_contact_rms_err,metrics.force_contact_err_over_signal,metrics.force_contact_r2,metrics.force_fluid_rms_true,metrics.force_fluid_rms_err,metrics.force_fluid_err_over_signal,metrics.force_fluid_r2,settings.fix_mu,settings.learn_mu,settings.w_fluid_anchor,settings.w_fluid_smooth,settings.w_fluid_torque,metrics.recovered_mu,settings.w_fric_cone,settings.w_fric_dir,settings.w_fric_mag,settings.fix_k,settings.learn_k,metrics.impulse_timing_fraction,metrics.impulse_timing_fraction_std,metrics.impulse_E_frame_over_signal,metrics.impulse_E_frame_over_signal_std,metrics.impulse_E_total_over_signal,metrics.impulse_E_total_over_signal_std,metrics.impulse_n_traj,metrics.recovered_mu_ckpt,metrics.recovered_k_over_m,metrics.final_train_loss,metrics.final_train_loss_std,metrics.final_train_loss_n,metrics.best_val_loss,metrics.best_val_epoch,metrics.total_optimizer_steps,metrics.mu_final,metrics.mu_init,metrics.mu_drift,metrics.mu_tail_slope_per_1k_ep,metrics.k_final,metrics.k_init,metrics.k_drift,metrics.k_tail_slope_per_1k_ep,metrics.raw_diss,metrics.raw_fluid_anchor,metrics.raw_fluid_smooth,metrics.raw_fluid_torque,metrics.diag_align,metrics.diag_align_std,metrics.diag_misalign_deg,metrics.diag_n_epochs,metrics.diag_mu_implied,metrics.diag_mu_implied_std,metrics.diag_gate_frac,metrics.raw_fric_cone,metrics.raw_fric_dir,metrics.raw_fric_mag,metrics.mu_mode,metrics.k_mode,metrics.diag_cancel_slide,metrics.diag_cancel_static,settings.diag_align,settings.diag_align_std,settings.diag_cancel_slide,settings.diag_cancel_static,settings.diag_gate_frac,settings.diag_misalign_deg,settings.diag_mu_implied,settings.diag_mu_implied_std,settings.diag_n_epochs
FIN_W20_LEARNK_3,9/12/2026 4:13,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.058329097,3.643243309306471,0.003989559,0.094666913,6.873841317273209,0.00086425,0.00076969,0.060185883,0.067799318,0.027215096,3.993968981792007,2.415343785569781,114,1,0.005719447,0,0.021174353,0.3732699751853943,0.5659180283546448,1.1998437643051147,0.078990407,0.3314643800258636,0.056720875,1.0117281675338743,0.029985404,0.08233574,0.822507402,0.5192275408957279,0.6312740038782634,0.6014931320275063,0.227606591,0.073649161,0.323580968,0.8952953569253521,,TRUE,0.2,0.03,,0.1564901620149612,1.5,6,1,,TRUE,0.8285890734435893,0.1013234520041408,0.394685799,0.1475825414349097,0.071674494,0.067754011,114,0.1564901620149612,0.029164845,0.2003516713499415,0.013909207,20,0.048131495,9251,490150,0.1564901620149612,0.3005514442920685,-0.144061282,0.0009026,0.029164845,0.028357537,0.000807308,3.209097448123702e-05,,,,,0.9806215822696686,0.021367631,11.297975284523403,20,0.2001630239188671,0.013681676,0.917881927,,,,,,0.008545301,0.024023422,,,,,,,,,
FIN_PAPER_3,9/12/2026 4:14,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/tosses_processed,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.079944854,8.126518591977002,0.013845816,0.050833307,8.756580127586858,0.003280087,0.001068951,0.067656014,0.1571029873662873,0.1014208896589037,7.630742064693518,13.702029074362496,114,0,,,,,,,,,,,,,,,,,,,,,,TRUE,0.2,0.03,,0.1559964716434478,1.5,6,1,,TRUE,,,,,,,,0.1559964716434478,8.104032076516887e-07,0.065947087,0.000661589,20,0.065349556,2471,490150,0.1559964716434478,0.3006990551948547,-0.144702584,-0.000483301,8.104032076516887e-07,0.028647957,-0.028647147,-8.90E-08,,,,,0.9913527727127076,0.002824281,7.540315507128344,20,0.1909028686583042,0.006097468,0.7867711305618286,,,,,,0.015895456,0.032474556,,,,,,,,,
FIN_W20_D3_3,9/12/2026 4:15,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,TRUE,TRUE,284-454,0,,0,0.050890276,2.799531988,0.0037765,0.1080458458512503,5.463673442694588,0.00072333,0.000554359,0.051498431,0.066690285,0.019402354,3.0507152605997887,2.6329247316434268,114,1,0.004174864,0,0.014339332,0.3732699751853943,0.5622932314872742,1.1998437643051147,0.079981744,0.3314643800258636,0.05528006,1.0117281675338743,0.030650474,0.08233574,0.822507402,0.5133738207947526,0.6241570830012418,0.6104279357393809,0.227606591,0.075253589,0.3306300972079299,0.8906837388202749,,TRUE,0.1,0.03,,0.1552698463201522,1.5,3,1,,FALSE,0.8255367711329812,0.1105049030821988,0.3901649717718342,0.1400481858405758,0.074793656,0.080150677,114,0.1552698463201522,0.028500004,0.1782501678989858,0.011490897,20,0.040252325,9361,490150,0.1552698463201522,0.3009529411792755,-0.145683095,0.000128309,,,,,,,,,0.9737551122903824,0.022945715,13.15571411765343,20,0.2010720424354076,0.010407807,0.9149280369281768,,,,,,0.011314605,0.03019067,,,,,,,,,
FIN_PAPER_1,9/12/2026 4:18,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/tosses_processed,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.072611742,6.795709928922486,0.016492571,0.050859047,8.862000135580725,0.003717803,0.00093258,0.061170888,0.1394685403231466,0.102725887,6.495693266914602,11.140370764099716,114,0,,,,,,,,,,,,,,,,,,,,,,TRUE,0.2,0.03,,0.1553259640932083,1.5,6,1,,TRUE,,,,,,,,0.1553259640932083,7.77013440256269e-07,0.065484896,0.000552074,20,0.070045311,3531,490150,0.1553259640932083,0.3007333874702453,-0.145407423,-0.000304406,7.77013440256269e-07,0.028651737,-0.02865096,-8.72E-08,,,,,0.9921045899391174,0.00256752,7.204620915361978,20,0.1881121583282947,0.006722727,0.7880061596632004,,,,,,0.0163079,0.032007463,,,,,,,,,
FIN_PAPER_2,9/12/2026 4:19,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/tosses_processed,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.078073373,7.801088842383602,0.015376901,0.054203968,11.070252058439657,0.003521319,0.001082817,0.067921747,0.153676597,0.1110399148326266,7.404442457514897,13.24453550995442,114,0,,,,,,,,,,,,,,,,,,,,,,TRUE,0.2,0.03,,0.1565734595060348,1.5,6,1,,TRUE,,,,,,,,0.1565734595060348,7.291017709576408e-07,0.065324885,0.000509795,20,0.071593736,1981,490150,0.1565734595060348,0.3008068799972534,-0.14423342,-0.000302544,7.291017709576408e-07,0.028642379,-0.02864165,-7.87E-08,,,,,0.9923362672328948,0.001832469,7.097992837719488,20,0.1899917855858802,0.004786181,0.7892607361078262,,,,,,0.016117961,0.033113693,,,,,,,,,
FIN_W20_D3_2,9/12/2026 4:30,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,TRUE,TRUE,284-454,0,,0,0.053430361,3.270729824,0.003953242,0.1550480197202222,6.195116627222156,0.0008961,0.000527963,0.055287559,0.051995165,0.019866924,3.586244690313674,2.5129995353165127,114,1,0.004436836,0,0.013709137,0.3732699751853943,0.5636307597160339,1.1998437643051147,0.071242392,0.3314643800258636,0.058999769,1.0117281675338743,0.028694768,0.08233574,0.822507402,0.5185475642429009,0.630447292,0.6025362120307359,0.227606591,0.067076973,0.2947057562498054,0.9131485172332304,,TRUE,0.1,0.03,,0.1561786234378814,1.5,3,1,,FALSE,0.8375050229937948,0.1024029137600662,0.3973813560635961,0.1305727420374207,0.070797345,0.072252932,114,0.1561786234378814,0.028500004,0.17517791,0.010087353,20,0.038164661,9141,490150,0.1561786234378814,0.3006017208099365,-0.144423097,0.000284216,,,,,,,,,0.960475829,0.027421079,16.16255145625245,20,0.1955693535506725,0.01179653,0.913380715,,,,,,0.014980271,0.04993377,,,,,,,,,
FIN_W10_1,9/12/2026 4:35,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_10_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.035788525,3.137431634884132,0.004274693,0.043139676,6.610072601633448,0.000911459,0.00055804,0.03347793,0.062522103,0.0355206,3.0425829168474463,4.694328404573807,114,1,0.008606243,0,0.016979584,0.1012820601463317,0.4630365669727325,1.2126494646072388,0.060454495,0.1018624603748321,0.045930855,1.0127291679382324,0.01715387,0.071144119,0.7891786603801416,0.4484569033263708,0.5682577670186272,0.6770831102230036,0.07377889,0.060599858,0.8213712345452436,0.3253492950616223,,TRUE,0.2,0.03,,0.1586590558290481,1.5,6,1,,TRUE,0.8631759980647767,0.068355578,0.3189734899802766,0.1066555255805799,0.044075416,0.031163832,114,0.1586590558290481,0.027474107,0.050283972,0.000614276,20,0.027896694,9091,490150,0.1586590558290481,0.3007259964942932,-0.142066941,-0.000337173,0.027474107,0.028357215,-0.000883108,-3.50E-05,,,,,0.995722869,0.000802909,5.301134464612239,20,0.1808947622776031,0.003405494,0.8254120290279389,,,,,,0.011849453,0.027226883,,,,,,,,,
FIN_W0_2,9/12/2026 4:37,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_0_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.02677928,2.693343303574805,0.004005886,0.022173169,6.0699640210150685,0.000785171,0.000382545,0.023346109,0.051316174,0.032104642,2.542628438849198,4.620517993545426,114,1,0.010237213,0,0.015018673,0.005433832,0.4874771237373352,1.2367931604385376,0.062789418,0.001496916,0.026841315,1.008196473121643,0.008962636,1.212168535857927e-05,0.7899587530168546,0.4368172890101325,0.5529621481399202,0.694232863,0.001291902,0.05934607,45.936985006353225,-2109.206591,,TRUE,0.2,0.03,,0.159521535,1.5,6,1,,TRUE,0.8885883272994518,0.045853543,0.3077067443951207,0.085919472,0.034198562,0.017543967,114,0.159521535,0.00038214,0.043797035,0.000486429,20,0.025316369,5671,490150,0.159521535,0.3004867136478424,-0.140965179,-0.00028959,0.00038214,0.028552352,-0.028170211,-9.81E-05,,,,,0.9959501802921296,0.000905778,5.158247208097116,20,0.1797337271273136,0.002864616,0.7800546497106552,,,,,,0.012972411,0.044892891,,,,,,,,,
FIN_W20_FIXK_1,9/12/2026 4:39,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,TRUE,TRUE,284-454,0,,0,0.051661668,3.377454047793882,0.00407289,0.1332729762494749,5.894816218,0.000824624,0.000485239,0.052631457,0.062406648,0.021670931,3.661893786045543,2.5200236460992267,114,1,0.00584875,0,0.016022282,0.3732699751853943,0.5833761096000671,1.1998437643051147,0.071781881,0.3314643800258636,0.053224817,1.0117281675338743,0.029612485,0.08233574,0.822507402,0.5331010275395472,0.6481413130473551,0.5799128383212504,0.227606591,0.072637724,0.3191371728670041,0.898151465,,TRUE,0.2,0.03,,0.1583504825830459,1.5,6,1,,FALSE,0.8305672761520505,0.1177437689859824,0.4019419392356334,0.1451812792961362,0.07624373,0.0887513,114,0.1583504825830459,0.028500004,0.1914640235809647,0.009984896,20,0.036953051,9331,490150,0.1583504825830459,0.3009479641914367,-0.142597482,0.000607354,,,,,,,,,0.9772093892097472,0.025540376,12.25586307584216,20,0.2016529656946659,0.012131733,0.9109385192394256,,,,,,0.00952985,0.033538111,,,,,,,,,
FIN_W5_3,9/12/2026 4:41,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_5_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,FALSE,TRUE,284-454,0,,0,0.027117294,2.0585679968720987,0.004361043,0.02136407,1.9416596529089485,0.000924371,0.000405076,0.023956055,0.048424201,0.036303645,2.0294706197945693,2.920971725,114,1,0.006781884,0,0.01241428,0.03034509,0.4816146194934845,1.2369046211242676,0.063888222,0.024640784,0.024940124,1.007684588432312,0.010264977,0.020596845,0.7867917587624821,0.4362977522906282,0.5545276083939493,0.6924991315288869,0.018533345,0.060999761,3.2913518840795994,-9.832997225,,TRUE,0.2,0.03,,0.1585845798254013,1.5,6,1,,TRUE,0.8743612645741299,0.056238519,0.3036727661566374,0.1003892781091597,0.037867755,0.022444332,114,0.1585845798254013,0.027635587,0.044137991,0.000243819,20,0.02631736,5331,490150,0.1585845798254013,0.301006943,-0.142422363,-6.13E-05,0.027635587,0.02836347,-0.000727883,-8.04E-05,,,,,0.9961750388145448,0.000930921,5.012907299886848,20,0.1785469241440296,0.002311493,0.7768167555332184,,,,,,0.014483047,0.036816475,,,,,,,,,
FIN_W20_FIXK_3,9/12/2026 4:50,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,,,454-568,0-256,TRUE,TRUE,284-454,0,,0,0.053900246,3.682610218,0.003715635,0.1217862729245497,6.303369968554003,0.000829028,0.000598724,0.055029888,0.065619688,0.021085879,4.016814540352738,3.0054704761576083,114,1,0.005664453,0,0.01823682,0.3732699751853943,0.5577448010444641,1.1998437643051147,0.071257539,0.3314643800258636,0.048590612,1.0117281675338743,0.024261178,0.08233574,0.822507402,0.5087570190409664,0.618544001,0.6174033192173507,0.227606591,0.068581652,0.3013166338807823,0.9092082861467544,,TRUE,0.2,0.03,,0.1583611816167831,1.5,6,1,,FALSE,0.8261358983206538,0.1089702431634232,0.3855036167350298,0.1410658879022459,0.073029338,0.075738418,114,0.1583611816167831,0.028500004,0.1873439367176318,0.005954769,20,0.040674418,8941,490150,0.1583611816167831,0.3006452620029449,-0.14228408,0.000887694,,,,,,,,,0.982595995,0.018593562,10.705183609362704,20,0.2040038719773292,0.013521294,0.917962572,,,,,,0.010868822,0.028565113,,,,,,,,,
FIN_Wind_Blind_W_20_1,9/13/2026 23:33,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,1.681313684700351,8.163583492108604,0.003692893,3.5301791349087583,12.226304329957015,0.000762932,0.006953308,1.419690888178976,2.6916680269475495,0.037200974,8.322459015,7.860001093929722,114,1,0.002799942,0,0.188496396,0.3732699751853943,0.6743376851081848,1.1998437643051147,0.4164998531341553,0.33146438002586365,0.25758880376815796,1.0117281675338745,0.29418712854385376,0.08233574,0.822507402,0.6080285650966746,0.7392378033314204,0.45352747012573624,0.22760659127598504,0.29676996960701774,1.3038724754994833,-0.700083432,None,TRUE,0,0.03,,0.15366289019584656,1.5,6,1,None,FALSE,0.5100035450349643,0.14070320215862805,0.4615619116727013,0.12018122714681129,0.22919422993273714,0.096429867,114,0.15366289019584656,0.028500004,0.18792626797696765,0.008315205,20,1.4107679527033778,781,490150,0.15366289019584656,0.30074697732925415,-0.147084087,-0.000421631,,,,,,,,,0.9944881439208985,0.001243073,6.018472041948395,20,0.16998420879244805,0.004128025,0.9121080219745636,,,,,,0.012280503753572702,0.056798809487372634,0.9944881439208985,0.001243073,0.012280503753572702,0.056798809487372634,0.9121080219745636,6.018472041948395,0.16998420879244805,0.004128025,20
FIN_Wind_Blind_W_20_2,9/13/2026 23:37,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,1.9257955828256774,10.68308638166963,0.004398039,3.9469689569676016,13.765442509968228,0.001045867,0.007586745,1.6221895700222568,3.3896118217990514,0.039662762553439486,11.046020202207984,12.191989620526632,114,1,0.003681737,0,0.20510850846767426,0.3732699751853943,0.694598913,1.1998437643051147,0.4488748013973236,0.33146438002586365,0.3243209421634674,1.0117281675338745,0.35976195335388184,0.08233574,0.822507402,0.610035389,0.741677689,0.4499142061248961,0.22760659127598504,0.31033387009239427,1.363466094512606,-0.859039791,None,TRUE,0,0.03,,0.1538499891757965,1.5,6,1,None,FALSE,0.4967713037517792,0.12640082290810045,0.4761907648671086,0.11979259820293901,0.24123100392593216,0.090679321,114,0.1538499891757965,0.028500004,0.1855637985300653,0.009928943,20,1.591367777875241,481,490150,0.1538499891757965,0.3003498315811157,-0.146499842,-0.000572536,,,,,,,,,0.9940745025873184,0.001443246,6.2404329443818005,20,0.16941211149096488,0.002920165,0.9137861847877502,,,,,,0.012277163984254002,0.065014255,0.9940745025873184,0.001443246,0.012277163984254002,0.065014255,0.9137861847877502,6.2404329443818005,0.16941211149096488,0.002920165,20
FIN_Wind_Blind_W_20_3,9/13/2026 23:37,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_20_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,1.694858182548431,9.320114039015351,0.004335025,3.386375472917457,13.64262945795918,0.001675821,0.005733133,1.4424118470531284,2.885379452790533,0.039183048313265446,9.324379827108299,10.057358605521065,114,1,0.003654522,0,0.16107217967510223,0.3732699751853943,0.6528078317642212,1.1998437643051147,0.4094417989253998,0.33146438002586365,0.26651787757873535,1.0117281675338745,0.28151044249534607,0.08233574,0.822507402,0.5776447505523562,0.7022973278177411,0.5067784633400603,0.22760659127598504,0.27996566810481743,1.2300420059687298,-0.513003336,None,TRUE,0,0.03,,0.15332496166229248,1.5,6,1,None,FALSE,0.518264271,0.12840353679760239,0.4496489588842038,0.12109896331423346,0.22032151073771397,0.093682514,114,0.15332496166229248,0.028500004,0.18497492285559375,0.006779855,20,1.4047545528915875,511,490150,0.15332496166229248,0.30082637071609497,-0.147501409,-0.000292595,,,,,,,,,0.9944441020488739,0.001309876,6.042491387907772,20,0.171890689,0.00421694,0.9163896679878235,,,,,,0.010186403105035425,0.065141123,0.9944441020488739,0.001309876,0.010186403105035425,0.065141123,0.9163896679878235,6.042491387907772,0.171890689,0.00421694,20
FIN_Wind_Blind_W_10_3,9/13/2026 23:58,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_10_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,0.6572621577304968,6.159460363158009,0.008807622,0.9786296106162797,9.233737704809554,0.001367505,0.004615019,0.6056701311874285,0.888231288,0.037287743,6.3567192146652625,7.915648112546152,114,1,0.005713206,0,0.10885430127382278,0.10128206014633179,0.6064813733100891,1.2126494646072388,0.20799686014652252,0.10186246037483215,0.22020137310028076,1.0127291679382324,0.13933703303337097,0.071144119,0.7891786603801416,0.5348026457278506,0.6776699277071684,0.5407634690813612,0.07377889,0.14134886864847024,1.9158443299826105,-2.670459497,None,TRUE,0,0.03,,0.14844654500484467,1.5,6,1,None,FALSE,0.6314513834169833,0.1354778266697046,0.4250983708395004,0.10129991201268503,0.157007121,0.070435214,114,0.14844654500484467,0.028500004,0.055848665421410496,0.001134609,20,0.5049297897692989,151,490150,0.14844654500484467,0.3007641136646271,-0.152317569,-0.000367124,,,,,,,,,0.9967554420232773,0.000329276,4.616713179,20,0.16413903385400772,0.002632927,0.8273750841617584,,,,,,0.016401261,0.068762371,0.9967554420232773,0.000329276,0.016401261,0.068762371,0.8273750841617584,4.616713179,0.16413903385400772,0.002632927,20
FIN_Wind_Blind_W_5_3,9/14/2026 0:11,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_5_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,0.1411659836589375,2.7349563962534855,0.004294502,0.10098452427736802,2.326462249451374,0.000880784,0.001450474,0.11607891471500982,0.26299132218546406,0.026506308015217788,2.8053743800050333,3.905315280055665,114,1,0.003675479,0,0.034140203,0.030345089733600616,0.5637626051902771,1.2369046211242676,0.1939762532711029,0.024640783667564392,0.082639955,1.007684588432312,0.046152454,0.020596845,0.7867917587624821,0.5062500322630246,0.6434358604102413,0.5859902935381326,0.018533345165745205,0.19198295807648835,10.358786088510692,-106.3044492,None,TRUE,0,0.03,,0.14559149742126465,1.5,6,1,None,FALSE,0.6225841585405187,0.089230268,0.3645713556059945,0.086134304,0.13583745516486884,0.042184043,114,0.14559149742126465,0.028500004,0.043091686088971945,0.000300012,20,0.14937470214550985,361,490150,0.14559149742126465,0.3007872998714447,-0.155195802,-0.000402854,,,,,,,,,0.9979435861110687,0.000279509,3.6750846480674326,20,0.15785372704267503,0.002352723,0.7780695706605911,,,,,,0.016913911,0.061549735,0.9979435861110687,0.000279509,0.016913911,0.061549735,0.7780695706605911,3.6750846480674326,0.15785372704267503,0.002352723,20
FIN_Wind_Blind_W_0_1,9/14/2026 0:18,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_0_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,0.026672170724180575,1.612953953,0.004200573,0.019997903051848755,1.5021389806140855,0.00074173,0.000631863,0.023011961,0.05117902,0.033827399,1.606178408782733,2.4445963171643337,114,1,0.008445028,0,0.015570184215903282,0.005433832,0.5203359723091125,1.2367931604385376,0.17507848143577576,0.001496916,0.14805816113948822,1.008196473121643,0.14762862026691437,1.212168535857927e-05,0.7899587530168546,0.45459170653539926,0.5754625856088211,0.6688428125644101,0.001291902,0.12160683017314926,94.13009437303973,-8859.474667,None,TRUE,0,0.03,,0.14638495445251465,1.5,6,1,None,FALSE,0.6496760711891705,0.088308299,0.3507756053237989,0.082020951,0.11716037630949219,0.015809276836192033,114,0.14638495445251465,0.028500004,0.040487616,0.000484042,20,0.026145021,9091,490150,0.14638495445251465,0.300613672,-0.154228717,-0.000729622,,,,,,,,,0.9981161713600158,0.000368718,3.5174386345360853,20,0.15698634833097458,0.003579965,0.7853661388158798,,,,,,0.01571394,0.059745250083506105,0.9981161713600158,0.000368718,0.01571394,0.059745250083506105,0.7853661388158798,3.5174386345360853,0.15698634833097458,0.003579965,20
FIN_Wind_Blind_W_0_2,9/14/2026 0:23,force,512,0.02,0.005,50,/storage/work/mby5170/Contact_GNN_From_Scratch/Mojoco_Contact_Wind_Estimation/data/mojoco_paper_replica_0_wind,0.006756757,10000,None,0.0285,128,0.0001,accel,0.37,5,4,256,3,2,1.572e-05,3,1,None,None,454-568,0-256,FALSE,FALSE,284-454,0,,0,0.022211397,2.055128880302634,0.004625374,0.01504634,2.1146932292910847,0.000793101,0.000439453,0.020208871,0.04049554,0.031366169,2.0485332906246185,3.126902764397008,114,1,0.013956393115222454,0,0.022729860618710518,0.005433832,0.5560516715049744,1.2367931604385376,0.21441587805747986,0.001496916,0.258618563,1.008196473121643,0.2579110264778137,1.212168535857927e-05,0.7899587530168546,0.4627911227282801,0.5858421353784353,0.656788992,0.001291902,0.14621233963826252,113.1760552,-12807.81948,None,TRUE,0,0.03,,0.14329907298088074,1.5,6,1,None,FALSE,0.5780239979868578,0.10942610630186832,0.3860389557545852,0.08795236,0.1555857093640114,0.024786910143260694,114,0.14329907298088074,0.028500004,0.040085753,0.000546093,20,0.026013843578231687,6341,490150,0.14329907298088074,0.3008432686328888,-0.157544196,-0.000648585,,,,,,,,,0.9983433723449707,0.000250883,3.2984511556682485,20,0.1528661847114563,0.00235698,0.788589022,,,,,,0.012627096194773913,0.045320341177284715,0.9983433723449707,0.000250883,0.012627096194773913,0.045320341177284715,0.788589022,3.2984511556682485,0.1528661847114563,0.00235698,20
