idx,T,quality,v0,w0,tc_real,tc_twin,dtc,air_com_dev_mm,air_ang_dev_deg,contact_frames_real,contact_frames_twin,stop_dist_real,stop_dist_twin,e_z_real,e_z_twin,rest_offset_w,wind_mag,wind_offset_m,wind_offset_w,wind_offset_pct
0,111,fit,1.3391368756721636,5.224510650123767,11,11,0,22.418116446143415,0.06262086281319425,82,100,0.4031098783016205,2.1258329721661817,0.09632977,0.13023896094438864,18.430123565399754,19.044374832798173,1.9375316795804123,18.487897705919963,321.3939083006653
1,99,fit,1.1126430885453118,3.153414366927388,14,14,0,12.43028393280281,0.07517238152184744,67,85,0.27458685636520386,0.6183471183321115,0.018714849,0.06062870242996472,4.650779169639866,10.972482921993056,0.4948990988203165,4.7223196452320275,138.59956484188606
2,104,fit,1.1842271392262225,4.241812957860962,11,11,0,5.166911116822253,0.06444047815649608,73,93,0.3160378932952881,0.42516761630259114,0.045541037,0.14825353143314304,2.6466483437490305,8.808390648738003,0.28625323902036376,2.7314240364538525,70.56795680035887
3,111,fit,1.2380356893339635,3.5259657371594844,15,15,0,33.514831990902074,0.11899260517724088,77,96,0.34995049238204956,2.0034425540248924,0.14506747,0.17560400902191314,16.435363711391087,17.495072600063914,1.7516137110964642,16.7138712890884,370.13028062458153
4,90,fit,1.0633523305849486,3.9489505054703393,21,21,0,70.35279918444239,0.15059548995604977,51,69,0.18765677511692047,0.6367462612441125,0.13458951,0.0,8.391415683776032,15.741005538017115,0.9017305352732584,8.604299000699031,232.77611021337438
5,104,fit,1.1174659284453319,2.0423768550959034,21,21,0,41.48116159974036,0.11861047112096341,65,83,0.24487075209617615,0.47333307573674505,0.12111304,0.0,5.809399053342795,12.00890974383933,0.5802011748495882,5.536270752381567,140.96585381285294
6,101,fit,1.2250308705085768,4.0693891478900115,13,13,0,0.973044314448922,0.11759337977939145,70,88,0.306805819272995,0.39703968834906683,0.12965216,0.18744248461024637,0.8781895337340817,4.3454269046474145,0.08046090158219493,0.7677566944865928,18.121391399846843
7,105,fit,1.1338154679338635,6.716479673986876,16,16,0,0.8097608747109747,0.11034972978965624,71,89,0.32051464915275574,0.4374868975835754,0.0,0.0,1.1609382151685836,3.0820032435503983,0.03426809453034049,0.32698563483149323,6.211056448256798
8,98,fit,1.0227561600505186,0.742771263205658,17,17,0,7.487841783622864,0.18169824012230917,64,81,0.2512023448944092,0.5626559382555991,0.33558625,0.2565174847329594,3.0527713222247015,7.714890055952597,0.24497147948124662,2.337514117187468,51.14601254003879
9,102,fit,1.1374396198225898,3.432872903274964,12,12,0,15.675939957247868,0.06164706623970963,72,90,0.2869386076927185,0.6553773464859478,0.2694296,0.26718330127205986,7.366382477538462,13.492307852729807,0.7437814362193478,7.097151108963242,190.13135515194523
10,105,fit,1.095575096554239,3.1007709324406156,13,14,1,10.297550832325689,0.311385894471648,73,91,0.27073797583580017,0.4403516376701856,0.30464384,0.33085227187731764,3.6316354034975378,10.10917671844718,0.42876064100695216,4.091227490524353,110.69899906747283
11,104,fit,1.1074410973691553,2.64173772633113,18,18,0,8.537185326500184,0.20317781737677706,67,86,0.2643454372882843,0.3216758678648437,0.1780551,0.05843339963138074,1.491217726149755,6.90041780905989,0.17242050442521142,1.645233820851254,42.70101950267076
12,111,fit,1.1011887256001873,0.547241870203375,22,22,0,1.2982390389943903,0.11132769311555578,71,89,0.3033127188682556,0.4006531470538933,0.0,0.0,0.9352580599938287,1.0250875915929034,0.019016620884980025,0.18145630615438954,3.1131389679994412
13,104,fit,1.0563934155188914,2.3882888025506595,15,15,0,9.681931732186344,0.12818900434192443,70,29,0.277720183134079,0.08204058874953434,0.37782225,0.3559307889057634,2.0614762246455665,7.860083374658008,0.1931283970777198,1.8428282163904561,52.388759329418214
14,90,fit,1.0415916414613955,3.1538497335708744,14,14,0,0.5616243347973543,0.0748676506483026,56,66,0.1997862607240677,0.2362061576077757,0.07854188,0.1301290982798961,0.39844631123191654,3.1976432623342497,0.032448802189189475,0.3096259750876858,9.780131911826807
15,88,fit,1.1092534485752656,3.8443447981376875,10,10,0,0.8427614438539793,0.07317553905182736,59,78,0.2287186235189438,0.30962277182727477,0.14353503,0.10386634679264163,0.8464113260565056,4.532367110246083,0.0586729487124208,0.5598563808437099,16.33469767174313
16,97,fit,1.077251506237499,5.601974008557652,12,12,0,21.7128378375571,0.14156210315202486,66,85,0.27268922328948975,0.976882727580733,0.28928232,0.36981814300464594,10.235550953584173,16.335172595405126,1.037976681509099,9.904357647987585,308.99076531403966
17,109,fit,1.1379553489908374,5.6966385239428,16,17,1,1.3130059416349549,0.4036637549513721,73,92,0.32441437244415283,0.4747928317892332,0.0,0.03237898213730989,1.5223146281650355,3.7839041097206834,0.06020014347846067,0.5744288499853117,10.525369692709031
