idx,T,quality,v0,w0,tc_real,tc_twin,dtc,air_com_dev_mm,air_ang_dev_deg,contact_frames_real,contact_frames_twin,stop_dist_real,stop_dist_twin,e_z_real,e_z_twin,rest_offset_w,wind_mag,wind_offset_m,wind_offset_w,wind_offset_pct
0,111,fit,1.3391368756721636,5.224510650123767,11,11,0,0.2522926177944933,0.06262086281318938,82,100,0.4031098783016205,0.503113274977054,0.09632977,0.011689144031463731,1.0624861176490943,2.2283065248588216,0.019009295246433317,0.18138640502321868,3.1532241550835014
1,99,fit,1.1126430885453118,3.153414366927388,14,14,0,0.4304952826646764,0.07517238152184574,67,59,0.27458685636520386,0.21543126553105432,0.018714849,0.034053020243588375,0.567244294984675,0.2668044099480911,0.001633814370924709,0.01558983178363272,0.4575598569129754
2,104,fit,1.1842271392262225,4.241812957860962,11,11,0,0.17693888675620514,0.06444047815648919,73,73,0.3160378932952881,0.2994644543517428,0.045541037,0.13099542526803185,0.22694997698925315,1.7527017704444068,0.009532190240256012,0.09095601374290088,2.349902454865623
3,111,fit,1.2380356893339635,3.5259657371594844,15,15,0,0.1922313539455538,0.11899260517724088,77,76,0.34995049238204956,0.3269148834057938,0.14506747,0.0960727560713147,0.2598770113888451,1.6034562353967436,0.01099092338514117,0.10487522314066001,2.322471861857641
4,90,fit,1.0633523305849486,3.9489505054703393,21,21,0,2.1167958925347814,0.15059548995604874,51,53,0.18765677511692047,0.18305852553691868,0.13458951,0.0,0.2548680744161384,2.3503907467103944,0.022252365239530197,0.2123317293848301,5.7443092153194755
5,104,fit,1.1174659284453319,2.0423768550959034,21,21,0,2.7284085101469233,0.11861047112096569,65,51,0.24487075209617615,0.1787192087047294,0.12111304,0.0315493918007932,0.6726850639569354,2.1678793338952524,0.03752042008153542,0.35801927558717006,9.11597266858638
6,101,fit,1.2250308705085768,4.0693891478900115,13,13,0,0.17896164589089528,0.11759337977939145,70,73,0.306805819272995,0.31189241263592216,0.12965216,0.19028725030265106,0.05420857217298697,0.6588779801094407,0.0018000860336301113,0.017176393450669,0.4054150889110538
7,105,fit,1.1338154679338635,6.716479673986876,16,16,0,0.8192164686006982,0.11034972978965535,71,89,0.32051464915275574,0.40150820715733015,0.0,0.0,0.7699040242877065,1.9322750186189765,0.015546917178243962,0.1483484463572897,2.817862548644227
8,98,fit,1.0227561600505186,0.742771263205658,17,17,0,0.6524036442762564,0.18169824012230337,64,74,0.2512023448944092,0.3148687946544574,0.33558625,0.22451164172509805,0.637364324107941,0.8882265996337694,0.012943876552807466,0.12351027245045292,2.7024683603516597
9,102,fit,1.1374396198225898,3.432872903274964,12,12,0,0.19472404713408276,0.06164706623970963,72,68,0.2869386076927185,0.2681977827431403,0.2694296,0.3244413583372681,0.3199025291416027,0.11113351533783761,0.0009153017662935647,0.008733795479900426,0.23397675274466279
10,105,fit,1.095575096554239,3.1007709324406156,13,14,1,0.3413724401719872,0.311385894471648,73,67,0.27073797583580017,0.25287491773565446,0.30464384,0.32559505227691654,0.48238931042919847,0.2771421487533143,0.0013986656656145046,0.013346046427619319,0.36111264515778113
11,104,fit,1.1074410973691553,2.64173772633113,18,18,0,0.6255185949969313,0.20317781737677204,67,62,0.2643454372882843,0.23218483056701295,0.1780551,0.04537353772355623,0.33690152261826,0.8144239294114826,0.007048980882593964,0.06726126796368286,1.7457243333385468
12,111,fit,1.1011887256001873,0.547241870203375,22,22,0,1.4138051080825593,0.111327693115557,71,89,0.3033127188682556,0.4089416078919407,0.0,0.0,1.0006157639278421,1.6149701472850895,0.017313081157432148,0.16520115608236782,2.8342589324010445
13,104,fit,1.0563934155188914,2.3882888025506595,15,15,0,0.38445261276066056,0.1281890043419374,70,63,0.277720183134079,0.23025530435713465,0.37782225,0.37803378178293656,0.4996180802926928,1.3285048584554944,0.00583250192602358,0.05565364433228607,1.5821471327588006
14,90,fit,1.0415916414613955,3.1538497335708744,14,14,0,0.1308385570517444,0.07486765064829518,56,58,0.1997862607240677,0.2055740472270858,0.07854188,0.13093026689297893,0.15757721737329855,0.5549402748879481,0.001139138268204647,0.010869639963784799,0.34333848330965694
15,88,fit,1.1092534485752656,3.8443447981376875,10,10,0,0.11965266180351466,0.07317553905182736,59,67,0.2287186235189438,0.2598492568792772,0.14353503,0.10115425238403539,0.29767083309950404,0.7701079429815797,0.0029983295538785902,0.028610014827085785,0.834742549294971
16,97,fit,1.077251506237499,5.601974008557652,12,12,0,1.0024931814991298,0.14156210315202405,66,53,0.27268922328948975,0.188542522713672,0.28928232,0.3924525151024544,0.8343352333046019,2.399235172825342,0.03031799555638545,0.28929385072886876,9.025232277988389
17,109,fit,1.1379553489908374,5.6966385239428,16,17,1,0.7624587518378935,0.40366375495136636,73,92,0.32441437244415283,0.42432568985653535,0.0,0.02634853776462146,1.0511544957217298,0.8459924201672052,0.006263548824533677,0.05976668725700073,1.0951164425403423
18,104,fit,1.1198612623814015,4.0674706097623545,15,15,0,0.3624219787473964,0.23875057925410656,70,75,0.30114123225212097,0.32558052369459656,0.10895351,0.05926732217786372,0.3400931422038452,0.760900769018717,0.0038947592112308182,0.037163732931591774,0.8321864811771844
19,112,fit,1.2068144194819679,5.114613406358618,16,16,0,0.9882667745538473,0.5266936628972402,78,82,0.35990622639656067,0.3862842193314495,0.074919954,0.0,0.26286767638613817,1.3373224053457586,0.02254298467866175,0.21510481563608538,3.9822715432285825
20,111,fit,1.1533922778341785,4.583609570289716,15,15,0,0.9282233639701387,0.1259779357707835,78,81,0.35472023487091064,0.3806511145874836,0.008177728,0.03177123991600099,0.4937166007102801,1.6958887888461818,0.030910448135370756,0.29494702419246904,5.576760590889856
21,97,fit,1.1109953247890252,4.610098476690849,15,15,0,0.559533020444718,0.9965005536113571,63,67,0.2618328630924225,0.26396408688690415,0.22496636,0.28878248089218117,0.09327706378703313,0.5428271302721075,0.003189586197144843,0.030434982797183614,0.7789656493101175
22,99,fit,1.1072633927402975,3.13359261347517,10,10,0,0.2368326581157958,0.028252590930257858,69,59,0.27528083324432373,0.21668158897070014,0.0,0.14527122496382827,0.5788491444462067,1.4908533719607555,0.007306422922018957,0.06971777597346332,2.258534769171856
23,96,fit,1.0364965881890906,5.168847615590887,14,14,0,0.41245379779411123,0.15189752032756862,63,70,0.2276235818862915,0.2521427771937467,0.23864686,0.3952688092388308,0.23910459990330374,2.4019277014715037,0.01828469901504721,0.17447231884587033,4.835104626915813
24,105,fit,1.23300746734812,3.9446184244075977,11,11,0,0.22653443677617927,0.06358854746355475,76,77,0.3339241147041321,0.3267252534267981,0.2918901,0.3997552891490997,0.5453407849386748,1.9555357840085366,0.012668829125665127,0.12088577409985808,2.8563523501854817
25,107,fit,1.1332289935238746,3.957914032703484,16,16,0,0.6942327955246882,0.44098759521845987,72,62,0.30060192942619324,0.2333967914938565,0.07344079,0.0,0.6651881236921086,0.7806677888949174,0.00523721763132754,0.049973450680606296,1.3113454720687694
26,103,fit,1.1779252162124543,1.592642170314479,17,17,0,0.3331524984022208,0.0337825569751973,67,65,0.27189919352531433,0.2522477307612106,0.13090037,0.07982353804844738,0.19372691266542702,1.2526278594141362,0.004982905935293359,0.047546812359669455,1.1862201432168011
27,110,fit,1.2249530563978375,3.561751408525402,15,15,0,0.2488772499924529,0.14795720782838112,77,77,0.34328630566596985,0.34197245192714276,0.014559249,0.0,0.0635187254699352,0.002429392175744278,8.499669891498627e-05,0.0008110372033872735,0.017040846048396407
28,105,fit,1.1023301198345004,3.0641474026919613,15,15,0,0.5362195932234789,0.7492040424180629,72,72,0.2864900827407837,0.29306574680053943,0.21555296,0.23109842639583258,0.462900050807984,1.0139349429426194,0.010395730917638828,0.09919590570266057,2.303123445804476
29,107,fit,1.2491906502057413,2.58570671033176,16,16,0,0.46845939604977016,0.1330448677964897,72,69,0.33909931778907776,0.28704655714545513,0.23848513,0.10988660639394524,0.5034827160196628,0.6757007154033212,0.006117047614651478,0.05836877494896448,1.3301307034174308
30,93,fit,1.0812638674079962,7.499074566926833,15,15,0,1.5320459654405223,0.18980779396139968,58,53,0.21137849986553192,0.18032241056801418,0.1604408,0.30197365292020356,0.3207685358248132,1.899598448185166,0.025587949719769784,0.24415982557032237,7.303563671262134
31,111,fit,1.2722511195594275,3.710826569835496,14,14,0,0.2971203171105272,0.12219948092791154,78,76,0.3596530854701996,0.3249494867045046,0.31765443,0.3629954699842793,0.46307881239461124,0.6840154593041902,0.004181022373086193,0.03989525165158581,0.8737835347825275
32,93,fit,1.0943040421990906,2.5268988601943505,18,18,0,0.29305141765925197,0.07489129478521347,56,58,0.21801342070102692,0.21074357897957138,0.0,0.0,0.1871097678467349,0.11862080258803472,0.00023068370690756444,0.0022011804094233247,0.06044306707615681
33,116,fit,1.1863402179405582,5.789709392509369,14,14,0,0.48951188798590073,0.11112421923137888,83,81,0.39092013239860535,0.36707917250305266,0.0,0.0,0.26453342827127335,1.1719101875005145,0.004817752297429144,0.0459709188685987,0.9516995537201751
34,91,fit,1.1140369545761641,3.4586693327146367,13,13,0,0.490285070047045,0.10419920192484709,60,64,0.23872195184230804,0.24194116936239926,0.19785726,0.15760837743684222,0.23321257521414038,1.9466621313582118,0.010370094386427177,0.09895128231323641,2.7607311889919135
35,92,fit,1.051560133183086,4.223780842508087,12,12,0,0.1274391365421087,0.03577624385847543,61,69,0.225594162940979,0.258059700663827,0.3024692,0.3528937368971291,0.33800006694602425,0.6500502176723377,0.001908768997476947,0.018213444632413617,0.5082748699674058
36,101,fit,1.1418800964507936,2.0170794368385523,19,18,-1,0.4086498280289962,0.3953329109983027,64,63,0.2574159502983093,0.23817688175469548,0.0,0.0,0.2811018756790964,0.9750369632035847,0.003251104644308462,0.031021990880805934,0.7882994249443207
37,120,fit,1.2993600090247528,2.632007191463091,23,23,0,0.3377442966616815,0.4107514001495994,77,71,0.34541216492652893,0.2910790667062509,0.20697261,0.3145011341676188,0.5228624561639585,1.4646554290529463,0.011147561730319383,0.10636986383892541,2.1354042503067556
38,110,fit,1.156305914963228,4.622235004007164,15,15,0,0.44800330754555684,0.043634429533154585,75,71,0.3159308433532715,0.295665590438373,0.0067206775,0.19670540443952825,0.20143316741722633,0.7015132402892096,0.009729496666256115,0.092838708647482,2.140025274056462
39,101,fit,1.2967507356028085,1.3986934009209726,14,14,0,0.23753577199594622,0.20933773006584236,68,77,0.3006303608417511,0.3335478740867031,0.15890956,0.17982280920574117,0.4132077156607617,1.3158107314527385,0.007751780305282696,0.07396736932521655,1.5994734126207497
40,101,fit,1.2047288436669652,4.27095049214033,14,14,0,0.3128043372079292,0.10501011147483826,69,71,0.2951063811779022,0.29083907374294843,0.2944967,0.3750296585880231,0.10829926791226513,0.9636699137119695,0.0047976693650944365,0.04577928783487058,1.0936133341920198
41,94,fit,1.0538224688283295,3.8283635076789104,15,15,0,0.7546118642725146,0.08611024447056602,61,62,0.23761756718158722,0.22205231251110205,0.2683707,0.3904903055378059,0.1663386305355784,1.4690771156815168,0.018331925107052123,0.17492294949477216,4.653646316477429
42,107,fit,1.1769833011366564,6.0066014196465956,14,14,0,0.6076718842380378,0.13759812947971964,75,93,0.34134581685066223,0.4663324182194044,0.0,0.0,1.194574754424048,2.3657195930669945,0.02164922559343229,0.20657658009000276,3.7236165837270674
43,97,fit,1.1139197440713615,2.724635158825584,21,21,0,0.6255350051737547,0.1410539071971741,58,58,0.2173788994550705,0.2046293711690632,0.07510351,0.0,0.1374373288755297,1.0845434513499388,0.004552053521792008,0.04343562520793901,1.1224648589694795
44,98,fit,1.1085902323243808,3.732392083443043,15,15,0,0.3637469306810432,0.37529234927177274,64,74,0.2548392713069916,0.28318902358038733,0.27519,0.39622518496252385,0.31313862754797345,2.4794722499128916,0.016840166143011575,0.16068860823484327,4.055139136979122
45,109,fit,1.0461741526767152,6.51769308229359,14,14,0,0.5303396517669493,0.16450980905700457,77,75,0.3313712179660797,0.3242349099583544,0.0,0.0,0.09168093700482002,0.9707431313998676,0.012937080120045604,0.12344542099280156,2.775185252135373
46,100,fit,0.9884095993822631,4.027738612451261,16,16,0,5.050773426420726,6.087133872942924,65,66,0.2643054723739624,0.22749114433456946,0.25547045,0.3394982791843236,0.35986042317624006,1.668981720863302,0.0076625265609510254,0.07311571145945635,2.0728320928921455
47,103,fit,1.1716584745667646,3.8349446182902334,18,18,0,1.2296086206918286,0.5172772115417403,66,85,0.28176388144493103,0.36738162667974344,0.120145634,0.10781331943861706,0.9738355020877304,1.5379642019986575,0.01747910097127698,0.16678531461142157,3.2156534529867766
48,98,fit,1.20104456349758,5.077243760323339,11,11,0,0.1610569687519086,0.07758351749268251,69,79,0.3133154511451721,0.3443413794413239,0.090483114,0.12220713515349788,0.2961590131191194,0.7933069668881059,0.0040126480904630075,0.03828862681739511,0.8871674414015045
49,107,fit,1.1842905386088667,4.811368045683692,15,15,0,0.35462267754314053,0.14056300012047854,73,77,0.3152022957801819,0.3159486196464391,0.27980366,0.3631473419046575,0.05432636758443995,0.3013513818536789,0.0031350735498484814,0.02991482394893589,0.6608976756729449
50,96,fit,1.1633787895197143,5.856899681020988,14,14,0,0.8159975264947471,0.12793822919542516,63,62,0.25745686888694763,0.23861801104720035,0.1963673,0.28790094862541943,0.18931454511778315,0.9862647877813037,0.01305614983640442,0.12458158240843911,3.2909115550209345
51,105,fit,1.0317740128088562,9.335386400144177,6,6,0,0.2750003877351233,0.025171393633090455,80,72,0.34444084763526917,0.28739474567821965,0.0,0.0,0.5465660938971256,1.8275945103038165,0.008922454164186525,0.08513792141399355,2.5838024752578628
52,99,fit,1.0582551652679184,2.9604362087952536,18,18,0,1.2425631342995882,0.09032555227871468,63,62,0.23153208196163177,0.2277836118164873,0.16320841,0.25857240535499637,0.22106361119094206,2.173500550652433,0.012792868093840677,0.12206935204046447,3.1930782353645273
53,96,fit,1.0802632185578414,4.099613054261495,15,15,0,0.5055401529605991,0.07102801541539717,63,59,0.25687316060066223,0.21362266107676417,0.35118935,0.37677210604133543,0.521034906680448,0.8771437014399136,0.008229092200598113,0.07852187214311176,2.224101994169294
54,93,fit,1.1431918526962268,4.466051406021348,11,11,0,0.14528595096517039,0.09617506400961504,64,62,0.24739007651805878,0.23620265466730328,0.15254961,0.08493581145122812,0.10433150890455202,0.14244201577732124,0.00034090355660243085,0.003252896532465943,0.09819091204526122
55,86,fit,1.024428973560522,2.0820159053672094,16,16,0,0.6877471381952741,0.0606538582430108,52,51,0.18463930487632751,0.17211482871982567,0.0,0.0,0.12843262655825888,1.1428012797945597,0.010304825058015742,0.0983284833780128,3.129511976888233
56,94,fit,1.1160650942629387,3.5280112486505186,15,15,0,1.783544231762262,2.116435995179541,61,63,0.2542005479335785,0.24015322361352354,0.14538994,0.13500922777169277,0.13544526981326513,0.49129526251636846,0.002470401447341955,0.0235725328944843,0.6540901477615012
57,103,fit,1.1726356299641139,3.4977756425974125,13,13,0,0.17341116228915318,0.041344458677779784,71,69,0.29864346981048584,0.27526861234885536,0.0,0.0,0.23863266753669019,1.8066490487659015,0.010311073564437393,0.09838810653089115,2.6105350645687313
58,100,fit,1.1440640616911029,4.32188242542826,11,11,0,0.10688350836175405,0.09861504681929963,70,69,0.28340575098991394,0.2632522631536249,0.33187464,0.3867694211892701,0.20874424999319996,0.8403319788732895,0.0025286599829360662,0.02412843495168002,0.6592449674454217
59,109,fit,1.1673629142432853,4.613130620421583,19,19,0,0.39611692383651187,0.21597717493217344,72,79,0.2986084222793579,0.3376946102231385,0.28379974,0.2825045425522826,0.39811829465041,0.24411767956325803,0.002537389467065185,0.024211731555965503,0.4762542323202979
60,109,fit,1.1731080174895274,3.8030900710249638,14,14,0,0.3660139260798375,0.1831602519213426,75,70,0.3183061182498932,0.28319610356912095,0.24997516,0.149283022925389,0.3379129860701505,1.3257163141299277,0.007109248700847789,0.06783634256534149,1.6999882660703227
61,104,fit,1.1568794803643132,4.247937422524704,14,14,0,0.2162655312594053,0.1539829561094182,71,70,0.28437772393226624,0.2768547330576932,0.26030034,0.24823719713761133,0.15130152328018148,2.1950454249134816,0.016301727024215826,0.1555508303837388,4.0407017780282395
62,106,fit,1.2874907997746283,3.3409104055059977,8,8,0,0.490566054626772,0.18902575395215454,79,80,0.3779212236404419,0.35912038396228024,0.13424656,0.3041123998423877,0.19002613306073052,1.021075199219645,0.004780544625065956,0.04561588382696523,1.0664073949550161
63,129,fit,1.2316117453362203,4.278929976828877,24,24,0,1.3895908131185402,0.2861643471310211,85,96,0.39965054392814636,0.4805911432294309,0.084476195,0.05335142099532373,0.7810880334909582,1.3550500619155044,0.016481860221378784,0.15726965860094258,2.2435812213093014
64,94,fit,1.0953881085582093,2.1709876213127517,18,18,0,0.3166908993004467,0.3244245759758172,58,59,0.2171909213066101,0.21537156328361623,0.027715873,0.03439562899221422,0.10596924073093404,0.3321342925436324,0.0005933497083721259,0.005661733858512651,0.15443643675297336
65,92,fit,1.1283670761981484,3.0981908070716457,15,15,0,0.2824269189809648,0.3140488297756666,59,62,0.23199637234210968,0.23070122281756134,0.0,0.0,0.02203371061213681,0.5807788259290199,0.0023861588299353776,0.02276869112533757,0.6416576587216912
66,111,fit,1.146587846960403,3.0006856072325823,13,13,0,0.3271133106688175,0.0957119775065894,79,66,0.28316763043403625,0.2558997978271513,0.19927458,0.12830071825321276,0.45018283715898016,1.5768972687239255,0.006899708278389398,0.06583691105333395,1.7978631261262337
67,99,fit,1.148097211155367,2.929429522668411,17,17,0,0.8027193530484596,0.33690137522597235,65,64,0.26332345604896545,0.24593066395492283,0.0,0.09060945520401219,0.2722505750286654,1.6464415676502668,0.010492900380261986,0.1001230952315075,2.55202309462685
68,90,fit,1.0247877353034052,3.0664947016778057,13,13,0,0.250929374067591,0.10018136644565832,58,59,0.21796637773513794,0.20951661304088934,0.15987691,0.12580351237920648,0.1396785667219869,0.6741008912013411,0.004945651595905471,0.04719133202199877,1.46519854251516
69,99,fit,1.1021548857278833,2.85383874336586,21,21,0,1.7963039409199253,0.2969806424085241,59,56,0.22696039080619812,0.19599615119389832,0.0,0.0,0.3992394080068524,2.3499550400667206,0.017917286601883187,0.17096647520880903,4.5034034757547605
70,116,fit,1.0232970106756654,0.47461976504156456,21,21,0,0.3138321770329363,0.23752837278768593,77,95,0.3287889063358307,0.4436993253430474,0.0,0.0,1.1330225496188295,1.5762807063662858,0.01245435593540237,0.11883927419277071,2.001900903296819
71,107,fit,0.9878906284495405,4.72642180599078,16,16,0,0.4659254061126681,0.20385404613208336,72,67,0.23090748488903046,0.23333662198942756,0.22430255,0.3560090070344727,0.1605139891425682,1.7613621385839744,0.008553732590358215,0.08161958578586083,2.2564775380926996
72,102,fit,1.1365742732935187,2.8602338515597037,20,20,0,0.36747836915184834,0.3192857084119138,63,62,0.24736909568309784,0.23322241635426263,0.026399886,0.0048639086458448924,0.15759870584635827,0.5292040661944876,0.0019676942247786647,0.018775708251704815,0.46080157479927025
73,98,fit,1.1974167044172825,3.411154635804437,17,17,0,1.8138237761947043,0.1136808668216134,63,59,0.26198673248291016,0.2261199117693804,0.08436871,0.15009769425697522,0.36298375318175197,2.094648077229078,0.03186223587328698,0.3040289682565551,7.444476719282447
74,105,fit,1.2504920952600274,3.876831220741934,14,14,0,0.5532330392383726,0.13844042808234344,72,74,0.3208972215652466,0.31828827525554243,0.0,0.0,0.16835152545778076,0.7466156775753328,0.011454611614376161,0.10929972914481069,2.402313366755983
75,100,fit,1.0605938268605963,5.194314811576786,18,18,0,0.2804642808168598,0.15788879761001906,63,59,0.24242925643920898,0.21307660844215964,0.2490876,0.2176819878182911,0.2818544819635824,1.1265621072599152,0.004679802021859454,0.04465459944522379,1.2338346955908184
76,93,fit,1.1517734467697824,4.4560065643179145,9,9,0,0.13694442319523958,0.0687324602342536,66,66,0.2839421033859253,0.2603495299364038,0.268148,0.17146062715545085,0.2335457993307182,1.0742376101029614,0.0034331569988740123,0.03275913166864516,0.9700911527460796
77,109,fit,1.257017349904867,5.183963404954346,11,11,0,0.17671437953234226,0.07575147490601407,78,78,0.38417455554008484,0.3498049489716578,0.34995744,0.3720741609276935,0.3587962978460656,0.456474759851548,0.005162451071536852,0.049260029308557746,1.0852660999838362
78,98,fit,1.1871861799067356,8.156857670808275,8,8,0,0.22512880745590524,0.03355465560394328,72,68,0.3140000104904175,0.27898768782103023,0.1350605,0.18134258760001007,0.4704712501526372,2.1311254909695996,0.014837708689116014,0.14158118978164136,3.9933966794301505
79,96,fit,1.107451068780589,3.8242547944305496,14,14,0,0.393976215786255,0.3545067976651263,63,63,0.25008273124694824,0.240131363482078,0.12801367,0.10675850860161745,0.12861697788674525,1.1327197777950082,0.007778735817922093,0.07422457841528715,2.0544985553096975
80,108,fit,1.1441545403055735,4.6933689073399325,18,19,1,0.723330720673518,1.2259746127230546,72,71,0.3018993139266968,0.2838213167618438,0.25283462,0.27874063170032887,0.563947075608427,0.7483753636974444,0.008960800261031503,0.08550381928465174,1.8909914678455313
81,96,fit,1.0282140608798267,4.819596767282451,14,14,0,0.2232493467102117,0.18257797572663453,63,67,0.2478310614824295,0.2531526461690825,0.2983442,0.31558215005795487,0.4923370518371464,0.45400040237882594,0.0017072662084704243,0.016290708096091833,0.44546251382945984
82,98,fit,1.1200276710870567,1.548567437264247,25,24,-1,0.6142969710918431,0.41702119330909443,55,60,0.2034716159105301,0.21079521733379467,0.19680111,0.29135766434612836,0.0257649740398209,2.4312159039396666,0.018645734640702183,0.17791731527387578,4.412511310438239
83,96,fit,1.017378224416585,4.565716708766947,20,20,0,1.3080435122254075,1.1340820868779262,58,62,0.2127426117658615,0.22289312450244494,0.17853124,0.2898548556284225,0.15449939597471601,1.3739327593107333,0.012716852188922753,0.1213440094362858,3.0785475957840585
84,120,fit,1.2085809506764846,3.144343791940508,18,18,0,0.45064075277553844,0.21339781391758905,83,83,0.39250946044921875,0.38442121304222177,0.027952626,0.0,0.15857577498512174,1.2572556447455083,0.008515376899581147,0.08125359637004911,1.5065373194794158
85,98,fit,1.1499987395188416,5.861429242302061,14,14,0,0.9398659700700547,0.183386057308332,66,73,0.27718284726142883,0.3143759908112632,0.18553689,0.12135128865084581,0.3638842181394048,1.9266009579617827,0.015331254079583249,0.14629059236243558,3.3107665009005407
86,96,fit,1.05001795930007,3.4711797077217947,19,19,0,0.38228578441055566,0.3300952306180454,60,59,0.2345188707113266,0.20992546688381938,0.0,0.0,0.263277377334768,0.8081088150393465,0.0036141550346896903,0.03448621216306956,0.9375118213011471
87,104,fit,1.2330559155516652,3.1637627172509846,15,15,0,0.5677713479681679,0.16560300053728993,70,65,0.3155215084552765,0.2588345007970493,0.10723839,0.03046642329750423,0.5936129118994101,1.490637722656993,0.00986647517933063,0.09414575552796402,2.3368378778952943
